time,open,high,low,close,Volume,Open,High,Low,Close,Volume
1999-04-09,0.0410798,0.0410798,0.03988561,0.04012443,48623719.99999998,0.0410798,0.0410798,0.03988561,0.04012443,48623719.99999998
1999-04-12,0.03964679,0.03964679,0.03773605,0.0384526,33311800.00000001,0.03964679,0.03964679,0.03773605,0.0384526,33311800.00000001
1999-04-13,0.03916906,0.03916906,0.03630305,0.03690019,36143799.99999999,0.03916906,0.03916906,0.03630305,0.03690019,36143799.99999999
1999-04-14,0.03678078,0.03761664,0.03582541,0.03582541,48287720,0.03678078,0.03761664,0.03582541,0.03582541,48287720
1999-04-15,0.03678078,0.03678078,0.03582541,0.03678078,35855800,0.03678078,0.03678078,0.03582541,0.03678078,35855800
1999-04-16,0.03654186,0.03857201,0.03654186,0.03797497,38927800,0.03654186,0.03857201,0.03654186,0.03797497,38927800
1999-04-19,0.0384526,0.0384526,0.03582541,0.03630305,31295840,0.0384526,0.0384526,0.03582541,0.03630305,31295840
1999-04-20,0.03630305,0.03773605,0.03522836,0.03558659,67679640,0.03630305,0.03773605,0.03522836,0.03558659,67679640
1999-04-21,0.03558659,0.03630305,0.03534777,0.03618364,37487800,0.03558659,0.03630305,0.03534777,0.03618364,37487800
1999-04-22,0.03630305,0.03630305,0.03427299,0.03463122,227182839.99999997,0.03630305,0.03630305,0.03427299,0.03463122,227182839.99999997
1999-04-23,0.03451181,0.03463122,0.03272057,0.03295939,126047359.99999999,0.03451181,0.03463122,0.03272057,0.03295939,126047359.99999999
1999-04-26,0.03295939,0.03343703,0.03057101,0.03128756,123503359.99999999,0.03295939,0.03343703,0.03057101,0.03128756,123503359.99999999
1999-04-27,0.03200402,0.03487004,0.03152638,0.03463122,226942840,0.03200402,0.03487004,0.03152638,0.03463122,226942840
1999-04-28,0.03487004,0.03487004,0.03331762,0.0343924,120095359.99999999,0.03487004,0.03487004,0.03331762,0.0343924,120095359.99999999
1999-04-29,0.03451181,0.03463122,0.03367585,0.0343924,48143719.99999999,0.03451181,0.03463122,0.03367585,0.0343924,48143719.99999999
1999-04-30,0.03475063,0.03630305,0.03451181,0.03487004,99311479.99999999,0.03475063,0.03630305,0.03451181,0.03487004,99311479.99999999
1999-05-03,0.03522836,0.03522836,0.03415358,0.03510886,33839800.00000001,0.03522836,0.03522836,0.03415358,0.03510886,33839800.00000001
1999-05-04,0.03510886,0.03510886,0.03248166,0.03319821,96047480,0.03510886,0.03510886,0.03248166,0.03319821,96047480
1999-05-05,0.03343703,0.03391476,0.03152638,0.03391476,144575239.99999997,0.03343703,0.03391476,0.03152638,0.03391476,144575239.99999997
1999-05-06,0.03367585,0.0343924,0.03224284,0.03325791,35615799.99999999,0.03367585,0.0343924,0.03224284,0.03325791,35615799.99999999
1999-05-07,0.03224284,0.03367585,0.03224284,0.03343703,25007840,0.03224284,0.03367585,0.03224284,0.03343703,25007840
1999-05-10,0.03319821,0.03415358,0.03319821,0.03343703,19679880,0.03319821,0.03415358,0.03319821,0.03343703,19679880
1999-05-11,0.03487004,0.03630305,0.03415358,0.03522836,171743119.99999997,0.03487004,0.03630305,0.03415358,0.03522836,171743119.99999997
1999-05-12,0.03558659,0.03642245,0.03510886,0.03630305,168479119.99999997,0.03558659,0.03642245,0.03510886,0.03630305,168479119.99999997
1999-05-13,0.03630305,0.03725841,0.03618364,0.03630305,69935640,0.03630305,0.03725841,0.03618364,0.03630305,69935640
1999-05-14,0.03630305,0.03630305,0.03391476,0.0343924,28463840,0.03630305,0.03630305,0.03391476,0.0343924,28463840
1999-05-17,0.03391476,0.03606423,0.03379526,0.03606423,35759799.99999999,0.03391476,0.03606423,0.03379526,0.03606423,35759799.99999999
1999-05-18,0.03642245,0.03821378,0.03534777,0.03773605,151535239.99999997,0.03642245,0.03821378,0.03534777,0.03773605,151535239.99999997
1999-05-19,0.03940797,0.04084098,0.03546718,0.03606423,451725719.99999994,0.03940797,0.04084098,0.03546718,0.03606423,451725719.99999994
1999-05-20,0.03630305,0.03630305,0.03188461,0.03319821,178175079.99999997,0.03630305,0.03630305,0.03188461,0.03319821,178175079.99999997
1999-05-21,0.03272057,0.03272057,0.03152638,0.03248166,303502480,0.03272057,0.03272057,0.03152638,0.03248166,303502480
1999-05-24,0.03272057,0.03343703,0.03188461,0.03236225,162623159.99999997,0.03272057,0.03343703,0.03188461,0.03236225,162623159.99999997
1999-05-25,0.03248166,0.03295939,0.03224284,0.03260116,130079319.99999999,0.03248166,0.03295939,0.03224284,0.03260116,130079319.99999999
1999-05-26,0.03248166,0.03415358,0.03248166,0.03248166,104735439.99999999,0.03248166,0.03415358,0.03248166,0.03248166,104735439.99999999
1999-05-27,0.03272057,0.03272057,0.03224284,0.03224284,82319560,0.03272057,0.03272057,0.03224284,0.03224284,82319560
1999-05-28,0.03272057,0.03272057,0.03224284,0.03260116,88655520,0.03272057,0.03272057,0.03224284,0.03260116,88655520
1999-06-01,0.03248166,0.03272057,0.03200402,0.03272057,98543480,0.03248166,0.03272057,0.03200402,0.03272057,98543480
